user_id,session_id,subscription_type,user_journey
466603,1817-23296-27562-38517-45600-78801-103854-136813-194534-201436-207686-216552-223403-230298-237208-249622-249627-253923-258855-267998-278983-289283-318488-330199-330207-404838-412668-436405-436408-436574-450122-450126-456953-497563-516132-527289-628710-633833-641285-654660-689880-726334-730538-755280-765890-775835-784305-806724-820205-831718-841888-864668-870719-879901-886383-888363-894684-904405-911075-922493-951209-960338-966551-974503-981358-989989-999909-1008797-1040531-1046209-1068423-1078692-1086996-1093916-1198742-1301190-2026360-2081434-2135428-2270799-2374729-2421547-2421567-2421573-2546435-2600185-2675995-2676004-2698298-2717067-2735450-2771852-2771917-2783220-2799612-2848258-2884236-2885156-2911588-2933932-2955002-2967059-3001211-3032930-3066040-3182665-3185165-3215772-3233592-3234423-3292389-3311355-3311822-3328314-3336979-3350257-3364907-3366458-3366806-3376139-3398117-3408574-3430019-3439435-3452946-3463155-3475264-3486238-3508541-3509576-3530607-3553085-3562159-3590248-3614644,Annual,Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Resources center-Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
466606,3614801-3614900-3615251,Annual,Homepage-Pricing-Checkout
466614,3596168-3615713-3615768-3615805,Annual,Homepage-Career tracks-Homepage-Resources center-Coupon-Checkout
466616,3615757-3615782,Annual,Homepage-Sign up-Homepage-Sign up-Checkout
466619,3615560,Annual,Homepage-Career track certificate-Coupon
466620,3615866-3615914,Annual,Homepage-Log in-Coupon
466622,3615938,Annual,Coupon
466643,2700514-3040825-3563897-3598309-3618090-3618143-3618177-3618187,Annual,Career tracks-Homepage-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout-Pricing-Career track certificate-Courses-Career tracks-Courses-Career tracks-Courses-Course certificate-Upcoming courses-Career tracks-Courses-Homepage-Sign up-Checkout-Log in-Checkout
466653,3618541,Annual,Coupon
466654,3618601-4696753-4698195,Annual,Homepage-Sign up-Other-Coupon
466669,98502-98527-168437-200829-368430-531338-531542-765208-1253751-1253960-1254506-3619736-3621148-3621181-3621189-3621202,Monthly,Courses-Sign up-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Homepage-Sign up-Log in-Checkout
466671,3620227-3620304,Annual,Homepage-Sign up-Checkout
466682,3621116,Annual,Coupon
466688,3618508-3621449-3635089,Annual,Homepage-Courses-Career tracks-Sign up-Career tracks-Pricing-Checkout-Coupon
466707,3623099,Annual,Coupon
466717,3623893,Annual,Coupon
466719,3623950,Annual,Coupon
466733,3625631-4017116-4017130-4837485-4837560,Annual,Homepage-Pricing-Resources center-Other-Log in-Checkout
466756,3627880-3653366-3740712-3765985-3773165-3781529-3781872-3784863,Annual,Coupon-Log in-Checkout-Log in-Checkout-Other-Coupon
466760,3628471,Annual,Coupon
466765,3377910-3615344-3627045-3627139-3628977-3629048,Annual,Pricing-Course certificate-Coupon-Homepage-Log in-Other-Coupon
466795,3630850,Annual,Coupon
466809,3631454-3631511-3631770,Annual,Homepage-Pricing-Checkout-Pricing-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Coupon
466821,3436747-3632765,Annual,Courses-Career tracks-Pricing-Career track certificate-Course certificate-Upcoming courses-Other-Career tracks-Coupon
466828,3405275-3618922-3620213-3620274-3620324-3620886-3620900-3622166-3630815-3631217-3633358-3633391-3633539-3633687-3642683-3643309-3643310-3643348-3643358-3657843-3658449-3659426-3659501-3659523-3659531-3659860-3659871-3665595-3665727,Annual,Homepage-Career track certificate-Career tracks-Courses-Pricing-Homepage-Courses-Resources center-Homepage-Pricing-Homepage-Courses-Homepage-Courses-Homepage-Other-Success stories-Other-Homepage-Courses-Instructors-Courses-Career track certificate-Other-Coupon-Homepage-Sign up-Career track certificate-Pricing-Career track certificate-Courses-Checkout-Coupon-Checkout-Homepage-Pricing-Courses-Homepage-Career tracks-Other-Career tracks-Courses-Homepage-Other-Career tracks-Courses-Homepage-Log in-Checkout
466879,3404388-3638342-3741718-3741806-3741900-3741948,Quarterly,Other-Sign up-Coupon-Homepage-Course certificate-Career track certificate-Course certificate-Career tracks-Sign up-Pricing-Checkout
466883,3638506-3674730-3675601,Annual,Coupon-Checkout
466887,3638643-3638660-3715099,Annual,Homepage-Blog-Other-Blog-Other-Coupon
466889,3638729-3638821,Annual,Career tracks-Sign up-Checkout
466893,3639098-3639119-3639133-3639174-3639190-3645166-3674719-3674760-3674796-3674800,Quarterly,Other-Courses-Homepage-Courses-Coupon-Log in-Sign up-Other-Log in-Coupon-Checkout
466904,3640624,Annual,Coupon
466907,3640826,Annual,Coupon
466911,3610403-3610505-3640731-3640959-3641012,Annual,Homepage-Courses-Homepage-Career tracks-Homepage-Career track certificate-Courses-Coupon-Homepage-Career track certificate-Pricing-Resources center-Career tracks-Upcoming courses-Career tracks-Courses-Coupon-Career tracks-Log in
466913,3640902-3640994-3940604-3956786-3982012-3996811-3996817-3996877-4005560-4005569,Monthly,Homepage-Career tracks-Homepage-Courses-Homepage-Career tracks-Sign up-Log in-Sign up-Homepage-Course certificate-Log in-Homepage-Log in-Sign up-Log in-Homepage-Sign up-Log in-Checkout-Homepage-Log in-Checkout
466928,3371713-3371725-3596351-3616560-3641995-3642028,Annual,Log in-Sign up-Checkout
466937,3642454,Annual,Coupon
466938,3614638-3622715-3625013-3642459-3642462-3642502,Annual,Homepage-Pricing-Career track certificate-Courses-Career tracks-Success stories-Career tracks-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Homepage-Pricing-Homepage-Sign up-Coupon-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout
466939,3642644-3643863-3643925-3755053-3755519-3775813-3775938-3776037-3781878-3782740-3782754,Annual,Other-Homepage-Log in-Other-Homepage-Log in-Homepage-Pricing-Log in-Other-Homepage-Log in-Checkout-Pricing-Checkout-Coupon
466944,3643157-4032973-4032984-4033579-4033656,Monthly,Courses-Sign up-Career tracks-Sign up-Log in-Other-Log in-Checkout
466969,3644707-3644929,Annual,Homepage-Career tracks-Courses-Career tracks-Pricing-Checkout
466992,3647201-3647220-3647396-3650233,Annual,Coupon-Homepage-Courses-Other-Course certificate-Coupon
466997,3647776,Annual,Coupon
467007,3648506,Annual,Coupon
467017,3648940-3648967-3658576,Annual,Coupon
467044,3652064-3654921,Annual,Career tracks-Sign up-Career tracks-Sign up-Checkout
467061,3652941-3659241-3659267,Annual,Coupon
467064,3652365-3653179-3653283,Annual,Coupon
467093,3396728-3655433-3655463-3657709,Annual,Homepage-Career tracks-Sign up-Log in-Checkout
467107,3644938-3646052-3647954-3647960-3656153-3656206-3656263-3656868,Monthly,Homepage-Pricing-Career tracks-Sign up-Career tracks-Career track certificate-Courses-Career tracks-Resources center-Homepage-Upcoming courses-Career tracks-Courses-Career tracks-Sign up-Checkout
467133,3658691,Annual,Coupon
467148,3659379-3659434-3659490,Annual,Homepage-Courses-Homepage-Pricing-Sign up-Other-Pricing-Log in
467164,3660793-3690219-3690774,Annual,Courses-Sign up-Courses-Log in-Sign up-Log in-Checkout
467173,3661305-3661371-3661484-3662239-3664301-3678719-3678726-3693056-3693061-3693091-3693096,Annual,Homepage-Sign up-Checkout-Homepage-Log in-Checkout-Homepage-Log in-Coupon-Log in-Checkout
467175,3661625-3661639,Annual,Coupon
467188,3662192-3683275-3683310-3724072-3724078,Annual,Homepage-Pricing-Sign up-Checkout-Homepage-Log in-Checkout
467205,3663188-3663279,Annual,Coupon
467210,3647540-3663549-3663559,Annual,Coupon-Homepage-Pricing-Checkout
467212,3432046-3432872-3432989-3432998-3663604-3663617-3663632-3663737,Annual,Homepage-Pricing-Checkout-Homepage-About us-Homepage-About us-Pricing-Sign up-Log in-Sign up-Checkout
467213,3163929-3663624-3663629-3663720-3663746-3663767-3663821,Annual,Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Courses-Homepage-Sign up-Coupon-Homepage-Sign up-Checkout
467238,3665465-3728657-3827768-3827819-3841202-3841223-3922392-4801161-4801264-4801546-4801549-4841548-4841584-4841878-4841894-4842070-4842086-4843356-4843477-4843480,Annual,Homepage-Sign up-Homepage-Career tracks-Pricing-Sign up-Log in-Checkout-Other-Sign up-Other-Coupon-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Checkout-Pricing-Log in-Checkout-Log in-Homepage-Log in-Checkout
467244,3659968-3665660,Annual,Homepage-Career tracks-Courses-Resources center-Coupon
467246,3665838-3681260-3682113,Monthly,Sign up-Log in-Checkout
467261,3667063,Annual,Coupon
467287,3669688-3669783-3669866,Annual,Homepage-Courses-Sign up-Courses-Career track certificate-Sign up-Checkout
467366,3648022-3648468-3673585-3673601,Annual,Career track certificate-Courses-Career tracks-Other-Career tracks-Upcoming courses-Career track certificate-Coupon
467374,3382568-3673798-3673944,Monthly,Homepage-Pricing-Homepage-Pricing-Checkout-Homepage-Career track certificate-Career tracks-Pricing-Checkout
467382,3674286-3674311,Annual,Coupon
467385,3674359-3674436-3674453,Annual,Coupon
467397,3675242-3675312,Annual,Sign up-Checkout
467402,3675663-3675711-3676809,Annual,Homepage-Courses-Homepage-Career tracks-Sign up-Coupon
467405,3675741-3675860-3675887-3676423-3677250,Monthly,Homepage-Course certificate-Sign up-Homepage-Log in-Homepage-Log in-Checkout
467411,3676291-3676663-3683535-3684142-3684294-3684334-3684557-3684794,Monthly,Courses-Sign up-Courses-Sign up-Courses-Sign up-Checkout-Other-Checkout
467418,3676565-3676585-3676615-3676665,Annual,Sign up-Checkout
467422,3676801-3676859-3676886-3676914-3677276,Annual,Log in-Sign up-Checkout
467423,3676929-3676952-3676992-3677044-3677115-3677168-3677213-3677215-3678825-3678838-3678918-3678928,Annual,Log in-Sign up-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
467437,3677923-3745916-3745933-3745955,Monthly,Homepage-Career track certificate-Pricing-Sign up-Homepage-Sign up-Log in-Checkout
467442,3678131-3743223-3743520,Monthly,Other-Homepage-Log in-Checkout
467448,2875173-3678609,Annual,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Coupon
467457,3677284-3678940-3678977-3678995-3679009-3679181-3679220-3679223-3679246-3679295-3679378-3685227-3685714-3685924-3703176,Annual,Homepage-Pricing-Courses-Homepage-Pricing-Checkout-Pricing-Course certificate-Courses-Upcoming courses-Courses-Sign up-Log in-Checkout-Homepage-Sign up-Checkout-Homepage-Sign up-Log in-Checkout
467460,3678311-3678318-3679028-3679030-3695053-3698359-3698438-3698444-3750097-3764338-3780170-3783257-3783324-3783392-3783573-3785407,Annual,Other-Career track certificate-Upcoming courses-Pricing-Checkout-Courses-Sign up-Courses-Sign up-Log in-Checkout-Coupon-Checkout-Log in-Coupon
467473,3676949-3676989-3677049-3677138-3677156-3679998-3680030-3682354-3684020-3684052-3684198-3684476-3684621-3686434-3686440,Annual,Log in-Sign up-Checkout-Coupon-Checkout-Sign up-Coupon-Checkout-Log in-Other-Sign up-Log in-Checkout
467479,3680331-3697915,Monthly,Homepage-Courses-Sign up-Checkout
467499,2819537-2819674-3422935-3681612,Annual,Log in-Sign up-Log in-Courses-Sign up
467521,3682844-3697391-3698608-3698650-3698674-3698678-3699482,Annual,Homepage-Sign up-Homepage-Pricing-Homepage-Courses-Checkout-Homepage-Log in-Checkout
467526,3683010-3683096,Annual,Homepage-Pricing-Resources center-Course certificate-Courses-Upcoming courses-Coupon
467548,3684526-3696717,Annual,Homepage-Career track certificate-Career tracks-Sign up-Log in-Checkout
467576,3685972-3706495-3706568,Annual,Coupon-Homepage-Career track certificate-Courses-Coupon
467593,3687143-3687244,Annual,Sign up-Checkout
467603,3687940-3704832,Annual,Courses-Sign up-Checkout
467641,3689640-3689751-3689909-3694417-3703486,Annual,Other-Course certificate-Career track certificate-Resources center-Sign up-Other-Resources center-Homepage-Log in-Checkout
467646,3690497,Annual,Coupon
467667,3692051,Annual,Coupon
467671,3692420,Annual,Coupon
467675,3605098-3691904-3692536-3693498-3693907-3694080,Annual,Career track certificate-Career tracks-Courses-Career tracks-Sign up-Coupon-Career tracks-Sign up-Log in-Checkout
467689,3432775-3622328-3622512-3622575-3691517-3693140,Annual,Career tracks-Course certificate-Career tracks-Courses-Pricing-Career track certificate-Career tracks-Homepage-Courses-Pricing-Courses-Career tracks-Homepage-Pricing-Checkout-Pricing-Checkout
467691,3693351,Annual,Coupon
467695,3686980-3693599-3693707,Annual,Homepage-Pricing-Homepage-Sign up-Checkout
467723,2549558-2658833-3694698-3694743,Annual,Log in-Sign up-Log in-Sign up-Checkout
467742,3657571-3663733-3663942-3677545-3696114,Annual,Homepage-Career tracks-Homepage-Career track certificate-Course certificate-Coupon-Homepage-Career tracks-Homepage-Career tracks-Sign up-Coupon
467756,3697009,Annual,Coupon
467758,3697038-3699078-3712500-3712518-3712528,Annual,Coupon-Log in-Other-Log in-Checkout
467779,3678128-3698146-3698281-3698301-3698316-3698325-3698326-3698331-3698376,Annual,Coupon-Homepage-Log in-Sign up-Log in-Homepage-Log in-Sign up-Checkout
467787,3698767-3722376-3722390-3722409-3754705-3812085-3824754-3863471-3936002-4001899-4005235-4009149,Monthly,Homepage-Resources center-Courses-Sign up-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Career track certificate-Log in-Checkout
467795,3699153-3699187,Annual,Homepage-Pricing-Courses-Coupon
467797,3699225-3699294-3701606-3715466-3723743-3737812,Monthly,Coupon-Homepage-Courses-Sign up-Log in-Homepage-Courses-Pricing-Upcoming courses-Resources center-Course certificate-Courses-Sign up-Log in-Checkout
467800,3652823-3699420-3699472,Annual,Courses-Sign up-Courses-Sign up-Courses-Sign up-Checkout
467805,3682447-3682475-3695239-3697938-3699674,Annual,Homepage-Courses-Blog-Other-Career tracks-Resources center-Homepage-Pricing-Homepage-Pricing-Resources center-Courses-Homepage-Pricing-Coupon
467816,3699338,Annual,Coupon
467823,3700385-3727601,Quarterly,Courses-Sign up-Checkout
467854,3702461-3721013-3727903-3727975,Annual,Log in-Sign up-Log in-Checkout
467856,3702531-3757384-3757408,Annual,Homepage-Pricing-Checkout-Pricing-Sign up-Log in-Checkout
467872,3703461-3897526,Quarterly,Homepage-Career track certificate-Sign up-Log in-Checkout
467890,3704784,Annual,Coupon
467894,3705099-3752404-3752939,Annual,Homepage-Log in-Checkout
467899,3705409-3705423-3705438-3705757-3705761,Annual,Homepage-Log in-Homepage-Log in-Homepage-Pricing-Homepage-Pricing-Checkout-Sign up-Pricing-Sign up-Pricing-Checkout-Log in-Checkout
467901,3705162-3705335,Annual,Coupon-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks
467903,3705845-3705852-3705865,Annual,Other-Log in-Checkout
467904,3574921-3575307-3637993-3694931-3703201-3704840-3705594-3715071-3715095-3715122,Annual,Homepage-Pricing-Courses-Pricing-Courses-Sign up-Courses-Homepage-Career track certificate-Pricing-Courses-Homepage-Course certificate-Pricing-Career track certificate-Career tracks-Courses-Pricing-Resources center-Career track certificate-Upcoming courses-Career track certificate-Career tracks-Resources center-Other-Success stories-Upcoming courses-Career tracks-Homepage-Career track certificate-About us-Career track certificate-Pricing-Career track certificate-Pricing-Homepage-Career tracks-Resources center-Courses-Sign up-Checkout-Homepage-Pricing-Checkout-Homepage-Log in-Checkout
